hyb,x,y,z,int
1,1382.381684,569.2704145,0,10382.30513
1,1375.48753,656.7855703,0,4182.067393
1,1371.993403,693.5,0,3415.042146
1,1379.053854,731.4561318,0,5082.403902
1,1386.599326,714.6120058,0,3691.832377
1,1387.511545,738.0443014,0,3084.991996
1,1399.103579,757.2605866,0,3402.831122
1,1350.702269,790.1234423,0,4726.071818
1,1354.948841,777.0805941,0,3443.929935
1,1366.732962,796,0,3677.349305
1,1378.5,784,0,4126.938355
1,1386.534019,842.832508,0,4290.286012
1,1372.280019,945.081601,0,3378.373166
1,1393.652191,1055.82999,0,3068.632501
1,1353.772335,1096.525393,0,4951.513696
1,1391.897379,1106.48736,0,3524.328177
1,1374.275227,1330.318439,0,3719.435578
1,1409.586595,1301.085859,0,3828.690483
1,1393.500501,1320.724853,0,3139.322229
1,1375.5,1346,0,3204.960634
1,1406.133012,1369.793075,0,3327.070884
1,1373.626621,1375.166551,0,3265.979179
1,1360.956808,1415.377273,0,3249.571448
1,1355.240661,1992.708846,0,3574.215972
1,1439.342862,74.52183114,0,4083.887903
1,1435.28603,430.0982545,0,3047.030319
1,1438.804848,475.9370583,0,3547.590533
1,1417.227155,784.6176495,0,3215.3767
1,1436.638992,813.0009408,0,3296.598268
1,1413.452847,792.5686918,0,3482.639675
1,1460.803405,974.658563,0,30167.73414
1,1421.49395,993.2661471,0,8501.686167
1,1434.779726,1081.21533,0,3210.253376
1,1466.202673,1273.190337,0,3256.476382
1,1456.360104,1224.218548,0,4338.418523
1,1416.107401,1303.553864,0,3437.865073
1,1432.422042,1370.434346,0,3289.078573
1,1518.272043,414.6117579,0,3195.115056
1,1498.5,440.5,0,3354.33285
1,1514.353081,461.6200598,0,3493.483059
1,1480.409779,508.0924482,0,3467.861038
1,1513.016499,487.3858729,0,3241.942496
1,1522.487733,599.5066476,0,5124.379593
1,1504.50199,911.8771979,0,15069.48422
1,1527.243794,989.5900119,0,15564.91074
1,1494.893181,1018.898564,0,3018.625725
1,1531.924612,1090.390302,0,3312.493693
1,1486.297608,1258.301122,0,4279.175587
1,1493.948134,1267.096583,0,3421.593017
1,1492.047073,1252.131064,0,3140.779506
1,1490.304103,1272.031115,0,4038.881183
1,1523.64998,1419.838288,0,3526.183079
1,1487.029839,1829.645928,0,5606.083894
1,1512.202309,1901.093497,0,3376.745181
1,1583.845214,487.1745054,0,5953.894153
1,1571.230618,537.8808165,0,5868.628107
1,1565.762908,757.57167,0,12498.94725
1,1542.533266,859.2595438,0,3100.718558
1,1558.788727,865.0269974,0,3040.539236
1,1577.501182,938.9463708,0,10602.4451
1,1645.769932,177.9490253,0,3400.643936
1,1652.961025,213.8773547,0,3340.145005
1,1624.016869,603.2355474,0,5868.735089
1,1651.177279,626.3677828,0,3272.833518
1,1628.170918,674.6264224,0,3528.318988
1,1615.992775,725.2225535,0,3241.813871
1,1651.644233,833.1095583,0,3471.908085
1,1617.153916,848.9603372,0,3278.558084
1,1628.375497,871.4847333,0,3623.946622
1,1640.733509,938.5334418,0,4085.53138
1,1638.373611,1004.113195,0,6266.135615
1,1631.535433,983.0968723,0,3838.359489
1,1611.678125,1003.837752,0,3236.903006
1,1651.599184,1037.629241,0,4305.028498
1,1655.087419,1085.350705,0,3595.226649
1,1630.456372,1195.749343,0,3026.987745
1,1644.577392,1306.208616,0,3742.182667
1,1619.411982,1298.72115,0,3292.177753
1,1634.786646,1593.94547,0,3438.668493
1,1638.164587,1664.344337,0,3218.569724
1,1726.814398,303.8473982,0,7589.226444
1,1706.558025,271.4788707,0,6558.342254
1,1684.226958,585.4507928,0,3258.260172
1,1708.053603,681.9427374,0,4491.11898
1,1725.844697,673.7229723,0,3053.357064
1,1697.54075,757.1920305,0,3836.655044
1,1718.872611,721.8796654,0,3076.945589
1,1669.708994,795.9505798,0,3053.964074
1,1717.647598,841.9261213,0,5463.440464
1,1724.512099,891.1796864,0,3490.153199
1,1718.789048,980.4949751,0,12797.79884
1,1672.925209,1025.986191,0,3235.11628
1,1710.843464,1114.334172,0,3122.283276
1,1731.815686,1114.629749,0,3105.899502
1,1681.114276,1362.547295,0,3174.891487
1,1762.5,620.2043709,0,3552.607514
1,1750.354353,766.8987942,0,3276.871114
1,1764.815785,817.3522933,0,4953.847161
1,1754.887506,886.5294814,0,3429.172067
1,1786.114526,991.9525513,0,3350.090389
1,1780.477701,1111.27698,0,9845.398159
1,1756.597313,1225.970067,0,5834.415699
1,1788.678841,1506.161619,0,3430.458363
1,1787.532266,1555.996421,0,5986.181663
1,1822.217188,730.1834694,0,4518.128594
1,1823.573395,723.3132872,0,3568.788041
1,1842.622246,1054.797405,0,4207.178324
1,1848.734623,1086.351111,0,3216.273741
1,1833.655968,1031.379158,0,3197.736172
1,1816.984122,1655.400767,0,6287.036248
1,1844.292222,1821.849008,0,4336.628243
1,1909.004159,589.9309989,0,5346.80214
1,1905.170749,768.0940236,0,3395.714161
1,1865.646728,1018.315196,0,4069.05043
1,1877.935773,1067.811842,0,3628.541817
1,1868.213565,1365.065263,0,8173.468156
1,1879.786966,1459.377854,0,3399.212366
1,1890.956356,1548.817576,0,3109.603308
1,1943.496297,1137.902229,0,8120.912673
1,257.5,1122.920569,0,5843.006393
1,457.6894878,834.5046215,0,3532.852473
1,836.2720856,924.1283375,0,4127.106936
1,896.5643003,699.2670638,0,7790.412345
1,961.3985082,1090.874252,0,3059.419638
1,961.1878332,1367.735695,0,3606.538605
1,919.3695321,1346.080471,0,3129.713805
1,1012.369158,834.9662068,0,3050.997336
1,962.4209116,962.0041174,0,3073.98182
1,1029.510723,1171.784854,0,3689.654444
1,1026.326557,1221.638692,0,4123.821203
1,1036.789186,769.9792709,0,21947.21262
1,1026.895626,962.8367147,0,8337.918579
1,1087.567828,1092.257181,0,3655.282361
1,1086.986426,1733.180082,0,7992.514097
1,1112.996021,517.1429412,0,3564.001898
1,1094.72238,796.6506198,0,12114.69119
1,1090.25091,1196.28168,0,3341.134529
1,1095.826907,1413.604487,0,3088.473262
1,1152.947434,1595.682016,0,3413.972393
1,1088.055825,1874.473065,0,6686.675574
1,1182.837708,69.1756713,0,4052.582275
1,1198.840513,128.3268443,0,4391.096971
1,1215.613398,1914.02461,0,4971.071369
1,1155.092432,2035.531128,0,3173.011216
1,1236.709926,706.8027505,0,3255.598951
1,1287.253178,471.7867738,0,23441.88235
1,1349.073642,61.75830626,0,3977.414297
1,1381.086713,575.6297819,0,12467.46962
1,1391.323623,708.9735325,0,4687.288825
1,1407.104238,1283.204529,0,3438.046974
1,1412.317768,810.02262,0,5470.642449
1,1458.563501,1285.631625,0,5671.002749
1,1449.862309,1990.477114,0,4247.601689
1,1475.520526,1262.500361,0,3692.33254
1,1606,667.0034732,0,10315.17535
1,1604.065668,832.417461,0,3490.645392
1,1536.735777,947.3373851,0,13595.16046
1,1729.615502,319.1151619,0,3428.890515
1,1730.253082,553.5162933,0,3176.202455
1,1730.593714,729.0562854,0,3483.851607
1,1699.641803,837.9873226,0,4177.209764
1,1715.92302,1603.750882,0,3257.721118
1,1683.157371,1794.310293,0,3924.320605
1,1791.723521,946.9822918,0,4466.51631
1,1823.542217,1025.843208,0,3257.402697
1,1286,469.7864054,0,21223.29051
2,31.99954453,1081,0,17031.91511
2,116.4678013,544.5147257,0,5570.644691
2,682.0315471,490.9948692,0,3085.466466
2,731.6779937,429.5058124,0,4087.966847
2,792.9790976,477.7349095,0,4545.658536
2,824.0127288,1021.005818,0,8362.306444
2,784.5466457,978.4598998,0,4339.163003
2,958.5592322,5.237428864,0,5412.26175
2,946.2057692,633.8916589,0,10411.69084
2,949.7572836,846.0970535,0,6975.356568
2,944.3618962,977.9427,0,6489.813687
2,946.0163317,1718.46558,0,5032.644515
2,986.9039725,335.816228,0,4012.085732
2,983.23982,1842.055638,0,4449.459121
2,978.7585293,1950.157796,0,3986.614921
2,1031.112281,548.6052879,0,3007.446385
2,1051.204979,679.9775033,0,10507.43196
2,1071.730519,1141.707518,0,3000.705779
2,1072.682844,1750.202747,0,18620.90481
2,1055.769903,2017.284152,0,6810.652591
2,1100.921698,74.43683668,0,5293.516058
2,1145.293625,981.2850729,0,12484.61283
2,1101.689885,976.9167884,0,12228.34456
2,1149.124727,983.5379328,0,8143.828277
2,1106.497388,1009.608853,0,3528.98516
2,1105.329806,1680.326281,0,5199.041173
2,1212.424609,1844.220622,0,4955.027648
2,1200.215532,1892.31636,0,3870.134587
2,1266.552208,1214.651182,0,3321.731865
2,1243.985543,1888.254971,0,4632.778983
2,1260.43118,1945.476303,0,4032.912673
2,1279.747878,2013.360204,0,4190.234959
2,1330.408366,870.4785125,0,15604.16788
2,1317.104824,854.0719911,0,11364.68594
2,1295.028143,906.8174003,0,12972.07863
2,1355.016508,479.807621,0,5334.111969
2,1382.684426,569.449899,0,11517.20737
2,1375.48705,656.8996891,0,4561.18134
2,1439.607067,74.77556915,0,4345.769446
2,1461.12697,974.8520199,0,31556.76636
2,1421.524949,993.2455474,0,6115.232146
2,1522.890214,599.8355691,0,4792.926598
2,1504.804133,912.073831,0,14945.64898
2,1527.496631,989.8084386,0,15923.63306
2,1483.108003,1247.067271,0,3725.80193
2,1488.24022,1274.871449,0,3297.115591
2,1487.392936,1829.667971,0,5864.984097
2,1512.448056,1901.333026,0,3062.707731
2,1584.14666,487.2779602,0,5415.168588
2,1571.498663,538.360044,0,6645.719251
2,1566.04527,757.8355295,0,11967.0859
2,1577.77595,939.1740748,0,9372.001459
2,1624.163221,603.3249608,0,5532.525157
2,1639.202427,1004.37046,0,5061.550169
2,1631.560831,983.2533558,0,3379.293782
2,1638.522504,1664.623829,0,3359.737815
2,1727.101118,304.0058536,0,6938.121622
2,1706.88672,271.5060394,0,6145.388432
2,1718.004092,842.21738,0,4756.560858
2,1719.098449,980.719615,0,13654.94059
2,1765.059954,817.4766316,0,4251.821594
2,1780.839176,1111.447402,0,8956.436091
2,1756.926629,1226.184633,0,5072.895782
2,1788.980369,1506.405272,0,3301.46008
2,1788.284126,1556.245194,0,6982.483112
2,1817.246705,1655.600087,0,6530.647288
2,1844.695749,1822.145523,0,4232.623789
2,1909.249218,590.1309909,0,5374.568253
2,1868.481301,1365.260008,0,8032.922616
2,1880.093733,1459.586295,0,3344.452604
2,1943.714188,1138.212603,0,8163.283237
2,257.9159758,1123.125394,0,5326.096222
2,457.8983123,834.74583,0,3359.195054
2,896.8082704,699.4202422,0,7214.646386
2,1037.042335,770.2073344,0,20247.56642
2,1027.171034,963.0010898,0,7948.401066
2,1087.287777,1733.345397,0,7380.043908
2,1094.984431,796.8828547,0,11470.05921
2,1088.334513,1874.668097,0,6283.128081
2,1183.124634,69.39666902,0,3620.237314
2,1199.080471,128.5094775,0,4447.7556
2,1215.91245,1914.216747,0,4642.7087
2,1287.436603,469.9724415,0,21235.0122
2,1287.3986,472.2496838,0,17096.37536
2,1349.333711,62.01424213,0,4487.584373
2,1381.340784,575.8813601,0,10962.97016
2,1450.082496,1990.749756,0,3979.549199
2,1537.070755,947.5235103,0,13226.47863
2,1606.280321,667.153788,0,10055.21179
2,1729.858489,319.4549207,0,3007.532994
2,1683.453146,1794.512185,0,4124.735595
3,32,1081,0,16977.40333
3,115.7516815,544.7207141,0,6709.645106
3,87.79746434,1612.845555,0,3193.366875
3,422.3001377,864.0341054,0,3232.252777
3,601.4220587,1449.725648,0,3030.536742
3,586.2811079,1883.573695,0,3465.352917
3,681.4790594,491.1058609,0,3619.12858
3,685.0692571,763.6930439,0,3277.447795
3,651.8698696,957.9174821,0,3901.950703
3,681.458406,1143.54086,0,3500.531509
3,668.5,1212.397581,0,3766.528823
3,730.9496965,429.5578396,0,4961.226185
3,748.2966044,949.9098276,0,3060.439787
3,744.315166,986.3651678,0,3229.912046
3,736.2601599,1132.065906,0,3217.328442
3,765.3414351,1163.19397,0,3758.200101
3,755.9920706,1193.501766,0,3667.412836
3,768.645585,1439.399683,0,3176.540324
3,792.397839,478.0762452,0,7080.647034
3,828.7561833,874.4227599,0,3378.517542
3,823.346655,1021.016697,0,16678.20797
3,783.8480733,978.228033,0,4569.932019
3,805.5463698,1171.927185,0,4513.7469
3,795.8184852,1204.220172,0,3123.731785
3,819.4032652,1168.779801,0,3276.402744
3,782.3353809,1200.071663,0,3214.597911
3,783.9464789,1161.345212,0,3022.527588
3,812.849416,1232.447143,0,3258.500553
3,817.1672158,1243.5,0,3839.909938
3,783.0104867,1264.040758,0,3116.886188
3,834.6355974,1310.078644,0,3589.317094
3,855.5017017,649.1422268,0,3015.66374
3,886.9619289,959.3958021,0,3390.101748
3,873.0902436,1077.421067,0,3456.036299
3,871.2875902,1071.890006,0,3359.569271
3,883.9833493,1037.026664,0,3102.694502
3,858.6727254,1143.908802,0,3248.378923
3,892.6348912,1099.511221,0,4327.316679
3,887.5520053,1188.691366,0,5718.306742
3,892.2336663,1173.139364,0,4180.954385
3,862.7517794,1162.306907,0,4387.842587
3,843.0546313,1186.277428,0,4474.194459
3,854.6184338,1175.061458,0,4187.028743
3,858.4887869,1261.295076,0,3792.483004
3,854.6220523,1248.959045,0,3864.886835
3,892.4965161,1300.838842,0,4166.349403
3,866.7070522,1744.373377,0,3261.426293
3,957.8653602,5.397704966,0,6732.832154
3,945.4576328,633.9525334,0,12710.60663
3,949.1121475,846.3035831,0,8101.918162
3,945.8126384,951.3412669,0,3522.843071
3,943.6602082,978.1214765,0,8172.842324
3,912.0203854,987.3905163,0,3075.660594
3,903.6657049,1039.043336,0,4109.259332
3,927.8966401,1141.412584,0,3280.282242
3,935.034928,1124.14102,0,3529.903941
3,947.5,1152,0,3206.337531
3,952.3410334,1105.901137,0,3366.088222
3,944.5,1133.5,0,3177.508437
3,945.7368175,1170.260943,0,5627.963388
3,955.5018196,1211.468172,0,3850.938634
3,960.8542628,1166,0,3824.109995
3,936.413482,1165,0,3806.208828
3,927.7093141,1353.700429,0,4133.902955
3,959.8974587,1351.839548,0,3066.471459
3,945.380899,1718.641515,0,7543.341652
3,986.2556766,335.9269463,0,5307.722555
3,979.5320458,587.4341858,0,3074.003416
3,1012.773623,1010.705816,0,5623.416671
3,1014.989142,988.5476108,0,4275.342778
3,996.9067995,1004.672769,0,3429.220883
3,1005.675721,1003.764659,0,3628.292136
3,986.5179686,1015.733464,0,3372.331609
3,1024.409639,1029.020441,0,3000.72298
3,1007.953669,998.1690899,0,3573.776139
3,1004.599677,1059.16841,0,4695.831213
3,980.5643864,1069.395583,0,3808.290834
3,972.5,1087.45687,0,3891.476355
3,1018.112922,1111.433627,0,3788.078392
3,979.5184072,1148.045318,0,4047.994318
3,995.7871053,1139.576718,0,3926.10386
3,981.2743822,1138,0,3813.099799
3,974.3159173,1098.5,0,3470.763815
3,976.260735,1109.92833,0,3006.109778
3,1005,1138.408266,0,3444.655518
3,1009.039129,1215.611273,0,4761.92245
3,989.5000952,1209.500617,0,4717.84597
3,997.8890134,1204.304072,0,3972.750384
3,999.6344197,1211.497982,0,3633.363331
3,964.5026599,1180.995991,0,3738.070106
3,973.0996475,1176.5,0,3441.637612
3,964.9261888,1162.212469,0,3280.365968
3,975.5,1183.721809,0,3361.0183
3,1001.280211,1195.386437,0,3016.17989
3,1022.479483,1259.03841,0,4698.786676
3,1010.085907,1267.129383,0,4692.582884
3,1023.002568,1231.488528,0,3296.309081
3,970.8462392,1259.062064,0,3002.746825
3,970.6622773,1243.795149,0,3505.483712
3,1008,1218.688828,0,3413.125667
3,1026.277307,1219.58559,0,3106.753965
3,981.6365337,1251.551102,0,3137.425936
